locality,years_covered,n_obs,annual_growth_pct_poisson,cagr_pct,p_value_year,deviance_explained,trend_score
Sachseln,2014-2025,12,10.8598025670392,17.690395624285273,8.384654425762469e-07,0.7273947410100216,7.899363275671446
Dielsdorf,2014-2025,12,10.577685871722519,16.76312212201012,2.3575474403623497e-06,0.7459525953952706,7.890452229287298
Rue,2018-2025,8,11.779543250352909,10.408951367381224,5.488226813829614e-07,0.669207078581118,7.882953725588598
Bellevue,2018-2025,8,11.779543250352909,10.408951367381224,5.488226813829614e-07,0.669207078581118,7.882953725588598
Herznach-Ueken,2018-2025,8,12.292872829760416,10.408951367381224,1.072809144295324e-05,0.6381186413537367,7.8443113084609815
Lohn (SH),2018-2025,8,12.292872829760416,10.408951367381224,1.072809144295324e-05,0.6381186413537367,7.8443113084609815
Wattwil,2014-2025,12,10.337155671719668,8.965392546964424,3.961920684541315e-08,0.7551993044482312,7.8066127732557815
Unterentfelden,2016-2025,10,10.356319328024298,12.983096390975302,1.1597474599642978e-07,0.7472573640960367,7.738835882796275
Crans-Montana,2014-2025,12,10.098809023229173,9.326244608521828,1.4344040624389558e-11,0.7642765424025458,7.718282842657223
Füllinsdorf,2014-2025,12,10.160872574252444,15.755791177065447,4.3154992108078574e-08,0.7595683792830245,7.717877513326261
Erlenbach (ZH),2014-2025,12,11.6661045242185,17.690395624285273,1.9910898101425433e-06,0.6615427048916888,7.717626342500674
Bellinzona,2014-2025,12,8.965128513953635,10.767843712122737,5.152599585333436e-16,0.8554847411094104,7.669530645772219
Lausanne,2014-2025,12,7.944184637864882,9.555450153373247,2.1212021292645192e-47,0.9626470391602137,7.647445820182683
Samedan,2014-2025,12,8.913496450686687,9.07490660992616,1.5738820560155262e-22,0.855422433735394,7.624804826938202
Steg-Hohtenn,2014-2025,12,9.007979278819956,10.50315033964666,9.572104214350083e-14,0.8463449944626703,7.623858172852724
Onex,2014-2025,12,8.538166028490268,8.007132240229708,1.4697517947719355e-33,0.8908776020217835,7.606460877125265
St. Margrethen,2014-2025,12,9.374127043919088,10.50315033964666,5.672604915788608e-22,0.8105645391129739,7.59833496694074
Basel,2014-2025,12,7.872713887140237,7.682382044706126,7.223300588985172e-49,0.9621096070795812,7.574413664606455
Oberkulm,2014-2025,12,11.38331117232687,13.431252219546263,6.029999668501292e-06,0.6629924333272582,7.547049173462356
Zollikofen,2014-2025,12,10.096219803509454,8.68669042424839,3.5585157417344793e-09,0.7457705369315968,7.529463263842667
Obergoms,2014-2025,12,11.298821474389143,7.281924282962993,5.395455334193208e-08,0.666092653038823,7.5260619720878905
Gersau,2014-2025,12,8.083190897075475,9.632504585723002,3.955595741501293e-26,0.9257577601653583,7.483076699865605
Egg,2014-2025,12,9.785286973411722,17.690395624285273,8.285363002482148e-07,0.7610160881436431,7.446760813868737
Marly,2014-2025,12,9.742393100986323,12.062609509010835,1.2672899146317584e-07,0.7633671570460718,7.437022924325193
Oberuzwil,2014-2025,12,8.562492350070183,8.68669042424839,3.3006780135219674e-25,0.8657713672072476,7.413160708621861
Bad Ragaz,2014-2025,12,8.580965732263547,7.430929827963428,4.330183058138335e-25,0.8593800735081772,7.374310961763797
Niederhünigen,2015-2025,11,9.969662781802334,7.177346253629313,3.120967196258383e-17,0.7383408093172754,7.361008886936255
Langenbruck,2014-2025,12,9.092116387158121,6.504108943996267,2.179549484028585e-12,0.8055730108689487,7.324363573173876
Tresa,2016-2025,10,10.464418650970696,8.00597388923061,1.2288385738012748e-10,0.6926503175442251,7.248182901510565
Lungern,2014-2025,12,9.340108710064964,6.504108943996267,2.7241604511926523e-13,0.7718232098512102,7.208912684961587
Rüti (ZH),2014-2025,12,7.399935197403229,8.464871603605072,5.885420154499705e-69,0.971532176668613,7.189275149539841
Würenlingen,2014-2025,12,10.81733289265796,17.690395624285273,1.7767148403788408e-05,0.6630242736317291,7.1721542837871555
Wallisellen,2014-2025,12,10.179294243881198,13.793689325485037,6.148828562902619e-06,0.6975855455559185,7.100928528492086
Delley-Portalban,2016-2025,10,13.478786610296023,16.652903957611652,0.000880281232595946,0.5251030428720831,7.077751863289932
Frauenfeld,2014-2025,12,8.392738285007372,12.53753617793436,5.749487397616495e-10,0.8430878135469798,7.075815370378894
Vernayaz,2014-2025,12,10.75346144924032,10.50315033964666,2.502872078604215e-05,0.6539243190261737,7.031949955368686
Chamoson,2014-2025,12,8.529857228792647,6.504108943996267,3.235681218018604e-26,0.8228392630053963,7.018701435680994
Port-Valais,2014-2025,12,8.284054348245796,10.50315033964666,1.6922831899938845e-15,0.8464216400638866,7.011802867820578
Lancy,2014-2025,12,7.173493702721179,7.05896800157666,5.019397927537063e-102,0.9763733270832927,7.004007913336926
Bellwald,2014-2025,9,13.941203107314081,13.431252219546263,0.0005624697318781875,0.5011129478378873,6.986117385512873
Rebstein,2014-2025,12,8.65160509992391,10.50315033964666,4.5687946096596e-11,0.8059878163574424,6.973088302474584
Homburg,2014-2025,12,8.5935931166355,13.431252219546263,5.26470226803233e-10,0.8082113348983415,6.945439364369176
Mörigen,2014-2025,12,9.197491091200071,6.504108943996267,2.388344266641351e-21,0.7550645401061841,6.944699380907706
Regensberg,2014-2025,12,9.197491091200071,6.504108943996267,2.388344266641351e-21,0.7550645401061841,6.944699380907706
Crassier,2014-2025,12,9.197491091200071,6.504108943996267,2.388344266641351e-21,0.7550645401061841,6.944699380907706
Krauchthal,2014-2025,12,9.197491091200071,6.504108943996267,2.388344266641351e-21,0.7550645401061841,6.944699380907706
Hofstetten-Flüh,2014-2025,12,12.237186357850515,13.431252219546263,3.707888440508353e-05,0.5668407877992351,6.936536355530038
Castel San Pietro,2014-2025,12,9.253684792809679,9.326244608521828,9.764913488477795e-08,0.7492901738051793,6.933695086742708
Broc,2014-2025,9,8.556276188222235,10.50315033964666,6.793127839951278e-10,0.8068390119186822,6.903537425408577
Lugano,2014-2025,12,7.191036459398359,8.464871603605072,1.1040699786541617e-45,0.9519918372943791,6.84580801103351
Triengen,2014-2025,12,10.622728610442,15.755791177065447,3.7505629040233104e-05,0.6427272377125685,6.827517016759657
Grandson,2014-2025,12,8.70463130589265,6.504108943996267,1.8425842541278355e-09,0.7838395868838216,6.823034606786876
Ponte Capriasca,2015-2025,11,9.381118958935474,7.177346253629313,1.469732761028559e-14,0.7271876418240162,6.821833773418857
Gams,2017-2025,9,12.900845192788847,18.920711500272102,0.0031546400231217257,0.5243639714917828,6.764738420891434
Oberentfelden,2014-2025,12,7.780148583224622,10.50315033964666,5.733698167046957e-11,0.8670636837191716,6.745884290453235
Zweisimmen,2014-2025,12,7.528545115165497,9.632504585723002,1.3570649923044409e-17,0.8943951076589615,6.733493918793793
Plateau de Diesse,2014-2025,12,9.64838432826378,10.50315033964666,4.646951252123334e-06,0.6973068962304314,6.727884929579953
Ersigen,2015-2025,11,10.314811565448224,11.612317403390438,7.118812465098885e-06,0.6518879222404577,6.724101079701885
Degersheim,2014-2025,9,10.6817140819492,15.755791177065447,0.004651531895511237,0.6260250024514566,6.687020084338007
Riviera,2014-2025,12,8.741864423364799,10.50315033964666,1.6760601924733234e-07,0.7642604408543406,6.6810611580896575
Steffisburg,2014-2025,12,7.655018726918583,8.68669042424839,8.228423235790626e-18,0.8727093817028861,6.680606660093131
Grüningen,2014-2025,12,8.913496450686708,6.504108943996267,4.053546709083007e-19,0.7472958136571018,6.661018582645613
Himmelried,2014-2025,12,8.913496450686708,6.504108943996267,4.053546709083007e-19,0.7472958136571018,6.661018582645613
Sutz-Lattrigen,2014-2025,12,8.913496450686708,6.504108943996267,4.053546709083007e-19,0.7472958136571018,6.661018582645613
Simplon,2014-2025,12,7.72413253112052,6.504108943996267,5.550988788937913e-21,0.858772244263409,6.633270628738375
Stammheim,2014-2025,12,7.877711078133087,8.68669042424839,2.001260237141802e-16,0.8414013006824099,6.62831634754141
Echallens,2014-2025,12,8.837142317329683,8.68669042424839,1.9559420764538062e-07,0.7497620042220029,6.625753535436178
Surpierre,2020-2025,6,13.156122053545015,14.869835499703509,0.032954505937131784,0.5005082150404688,6.584747165874363
Aarwangen,2020-2025,6,13.156122053545015,14.869835499703509,0.032954505937131784,0.5005082150404688,6.584747165874363
Churwalden,2014-2025,12,8.699999793088708,10.50315033964666,2.3658622181828702e-06,0.7566822482970263,6.583135403618027
Unterkulm,2017-2025,9,8.158696567648205,9.05077326652577,4.1137573514335406e-11,0.8044703688112067,6.563429636794678
Hägglingen,2014-2025,12,7.959805166593847,6.504108943996267,7.676220107512112e-11,0.8243907204152154,6.561989515653056
Rothrist,2014-2025,12,9.489968535159132,6.504108943996267,1.0435107225442796e-14,0.6910980058934941,6.55849833064048
Wittenbach,2014-2025,12,7.046761131069124,7.281924282962993,6.717038584194392e-33,0.9288267232985146,6.545220051238268
Schötz,2014-2025,12,7.422671187935959,6.504108943996267,1.2583294837822177e-30,0.8787721480016935,6.522836703732764
Benken (ZH),2014-2025,12,11.178072092040935,13.431252219546263,4.850792708283889e-05,0.5822643293678734,6.508592650297957
Zollikon,2014-2025,12,7.847112141038126,7.650634159907366,1.4681929276738324e-13,0.8276439783479006,6.494615110950907
La Chaux-de-Fonds,2014-2025,12,7.261707647189053,6.252906017575577,1.0929614242438094e-24,0.893940397614899,6.491533821491334
Schübelbach,2014-2025,12,7.776802658008863,6.504108943996267,1.5477779421428425e-42,0.834246285987497,6.487768734301588
Metzerlen-Mariastein,2016-2025,10,11.419402072511886,16.652903957611652,0.00100024969992672,0.5674659157711499,6.480121454636925
Bischofszell,2014-2025,12,10.496620483850228,12.062609509010835,8.13405112791523e-05,0.6128457106319297,6.432808839658863
Hindelbank,2014-2025,12,8.913496450686687,6.504108943996267,8.554066419447711e-16,0.718636818021783,6.405566726769937
Moiry,2014-2025,12,8.913496450686687,6.504108943996267,8.554066419447711e-16,0.718636818021783,6.405566726769937
Villars-le-Terroir,2014-2025,12,8.913496450686687,6.504108943996267,8.554066419447711e-16,0.718636818021783,6.405566726769937
Genolier,2014-2025,12,8.913496450686687,6.504108943996267,8.554066419447711e-16,0.718636818021783,6.405566726769937
Davos,2014-2025,12,6.783322561305183,6.962604513047488,1.9626259032628447e-40,0.9436812933216142,6.40129460767016
Bussnang,2015-2025,11,9.802582619940093,14.869835499703509,0.00012517474089808025,0.6517812608417214,6.3891396595296985
Saint-Imier,2014-2025,12,7.412525133265135,7.430929827963428,8.793477963131252e-12,0.8608292436324583,6.380918403875214
Spreitenbach,2014-2025,12,8.246245448722922,11.566659923517264,4.20714616331375e-11,0.7704973324251496,6.353710120764042
Carouge (GE),2014-2025,12,6.948868569654576,8.05087760652501,1.0233034721095615e-14,0.9135875136292526,6.348399559087185
Rhäzüns,2014-2025,12,7.9101011356206286,6.504108943996267,2.715876219466665e-15,0.8002204893686502,6.329825001701855
Schmerikon,2015-2025,11,12.146992769256348,16.23080652394242,0.0008309064988398184,0.5184294093824982,6.297358287139044
Adelboden,2014-2025,12,7.009499784293927,7.898690250700668,2.876340080091735e-31,0.8977413817354106,6.292718021626093
La Ferrière,2019-2025,7,11.084658405975123,12.246204830937302,0.0017098393940610606,0.5643964327106321,6.2561416621482815
Yverdon-les-Bains,2014-2025,12,6.9348315146858575,6.696014464138522,1.1892312238980603e-25,0.8991614064723163,6.23553285839348
Grenchen,2014-2025,12,8.631122618249387,10.50315033964666,0.00014412174815604033,0.7208976955587862,6.222156405581301
Zuchwil,2014-2025,12,7.782625814973687,11.047632661965402,5.487193136367381e-08,0.7953497887989001,6.18990979824019
Trimbach,2014-2025,12,6.745567019798848,5.66497132717263,1.7929233147594902e-43,0.9166595660395267,6.183388537059356
Frick,2014-2025,12,7.84876762343143,9.632504585723002,2.1401261181104356e-12,0.7845096016198283,6.1574335614647975
Nyon,2014-2025,12,9.576726815601555,14.17947490473528,2.059653585906505e-05,0.6428598286365856,6.15649295957701
Lengnau (AG),2022-2025,4,9.694762212131657,10.064241629820891,0.004221220900864032,0.6291423836570604,6.099385807128907
Grindelwald,2014-2025,12,7.491489923014716,9.930440972074429,2.771192911067598e-09,0.8132568756952762,6.092505689093593
Beromünster,2014-2025,12,9.839177913943509,15.755791177065447,4.869113291721596e-05,0.6181629854704381,6.082215593858117
Bregaglia,2014-2025,12,9.687034451010357,11.310171272365043,6.346148187863146e-05,0.6254318244694146,6.058579630393481
Dulliken,2014-2025,12,10.308826559758755,10.50315033964666,9.363000237570541e-06,0.5873286993977715,6.054669695660313
Aesch (LU),2015-2025,11,9.092487737959187,7.177346253629313,4.941015970395301e-09,0.6621255184126225,6.02036815715664
Martigny,2014-2025,12,6.450790759998215,8.007132240229708,3.232209309637164e-26,0.9260346045332786,5.973655470361875
Glarus Süd,2014-2025,12,6.578992743213941,5.046835446027065,3.4062786320022866e-30,0.9031002724489097,5.941490138835909
Schüpfheim,2017-2025,9,9.528452544846754,9.05077326652577,1.1588647357811474e-05,0.6214215001627339,5.9211852746480895
Affoltern am Albis,2014-2025,12,6.399312351112441,5.881064141155412,2.4102670232710194e-38,0.9246611188552383,5.917195318483775
Le Grand-Saconnex,2014-2025,12,6.616410631086533,7.804864592886895,3.825912591062272e-24,0.8942479076160034,5.916711362777413
Aigle,2014-2025,12,6.346159087067682,5.66497132717263,1.1935246791332403e-42,0.9246622252102439,5.868053582986213
Milvignes,2014-2025,12,7.333677148610951,8.007132240229708,4.3943305889447733e-10,0.79905087073881,5.859981111314894
Lauterbrunnen,2014-2025,12,6.675197078550199,7.430929827963428,6.575721796544975e-20,0.8776508252579845,5.85849222474927
Albinen,2014-2025,12,8.31534059316148,8.68669042424839,4.3196001210667247e-07,0.7034547556151076,5.849465884818793
Hausen am Albis,2014-2025,12,7.764689891412746,6.504108943996267,8.341318226940214e-15,0.7528171239868666,5.845391512703239
Au (SG),2014-2025,12,6.841465138990466,7.430929827963428,7.252338152396389e-14,0.8537493627869043,5.84089650294193
Biasca,2014-2025,12,8.325773614909671,14.652348684570594,5.2522819108655594e-05,0.6929670651039399,5.769486906643776
Troistorrents,2014-2025,9,14.25661786833543,10.50315033964666,0.1415525576304951,0.40454343925998604,5.767421224671786
Matran,2014-2025,12,8.159100733210245,6.504108943996267,1.74132023866825e-12,0.7001979259931059,5.712985411362643
Le Vaud,2014-2025,12,8.159100733210245,6.504108943996267,1.74132023866825e-12,0.7001979259931059,5.712985411362643
Gisikon,2014-2025,12,8.159100733210245,6.504108943996267,1.74132023866825e-12,0.7001979259931059,5.712985411362643
Emmen,2014-2025,12,6.120021900567862,5.78899295410038,9.675919766237288e-22,0.9265601076279217,5.670568150875397
Unterengstringen,2015-2025,11,8.506640665537724,17.461894308801895,0.00028012682270181223,0.6623538042631605,5.634405806318615
Poschiavo,2014-2025,12,6.423446499780794,5.0220016649013655,5.383214796411586e-26,0.8726364174155552,5.6053333410291994
Arbon,2014-2025,12,6.284697708904163,6.054644317300828,2.0094113451928357e-20,0.8884620590469327,5.583715466940533
Visp,2014-2025,12,6.484488472426064,6.504108943996267,1.174932171353868e-10,0.855207647483523,5.545584131637518
Muttenz,2014-2025,12,6.047420186758723,5.952125578004597,2.7676086478039202e-21,0.9140668522528025,5.527746334360601
Dübendorf,2014-2025,12,6.536671834928365,6.504108943996267,2.520390063566774e-14,0.8427369767519155,5.508695060186926
St. Gallen,2014-2025,12,5.89261155547367,6.28175245953726,4.372363827348437e-34,0.9342142367236983,5.50496160660608
Meyrin,2014-2025,12,6.970598841140485,8.153784137200603,1.133218215330315e-05,0.7863424975956599,5.481278102479822
Campione d'Italia,2017-2025,9,10.067323208244016,18.920711500272102,0.011726042330085238,0.5435968251150746,5.472564933408754
Ennetbürgen,2014-2025,12,7.074950512506462,9.632504585723002,1.0206673308025049e-07,0.7732997275974507,5.471057304086691
Rüdtligen-Alchenflüh,2015-2025,11,8.193760866568823,7.177346253629313,1.1856997597296679e-06,0.6669424967923787,5.464767330469096
Wald (ZH),2014-2025,12,8.212376939385347,7.430929827963428,1.1724160435575621e-07,0.6653536618576716,5.464135069175539
Saignelégier,2015-2025,11,7.950777250603314,9.595822638521723,9.131188928695963e-08,0.6760252061910069,5.374925830217872
Seon,2014-2025,12,6.561149530863886,6.504108943996267,1.0871068216602446e-22,0.8152401415829783,5.348912472488566
Gerzensee,2015-2025,11,8.193760866568823,7.177346253629313,4.0338972930099926e-08,0.652588024710542,5.347150218864687
Niederbipp,2014-2025,12,9.07977693756119,10.50315033964666,4.3271100713360414e-05,0.5871415328994418,5.3311141495046765
Reinach (AG),2014-2025,12,5.888276789190483,7.281924282962993,2.0471629091584514e-14,0.9016503033911888,5.309166553424894
Romoos,2014-2025,12,7.333677148610951,8.68669042424839,8.47826481173627e-10,0.7232794849267886,5.304298230666689
Brione sopra Minusio,2014-2025,12,9.476484313446875,13.431252219546263,0.0002277518229096576,0.5591766800305913,5.299029036755201
Mümliswil-Ramiswil,2014-2025,12,6.844499254791647,10.50315033964666,1.372220883159372e-06,0.7726198425035112,5.288195936252523
Isérables,2014-2025,12,8.10536833372215,12.062609509010835,2.0641020254063385e-05,0.6522203542901177,5.286486206272162
Oberdorf (SO),2014-2025,12,6.988982425907975,8.007132240229708,5.2530621846995067e-11,0.7543688958985016,5.27227095608623
Val Terbi,2014-2025,12,7.242219911660319,3.754823579391897,9.987043555381e-07,0.7257371206913195,5.255947826101702
Lumnezia,2014-2025,12,6.515444884784993,9.326244608521828,5.040147868036955e-09,0.8050096686747179,5.244996127969153
Silenen,2014-2025,12,6.133698229315954,5.219047997422743,1.3965240933672748e-15,0.8537329108761322,5.236540043749687
Rheinwald,2014-2025,12,8.492994344123762,10.50315033964666,4.7456064731696006e-06,0.6154708068548866,5.22719008159184
Gossau (SG),2014-2025,12,10.884403761401117,22.10946234986555,0.002465121107692146,0.4785355309798047,5.208573933360667
Cazis,2014-2025,12,8.02983989916617,14.652348684570594,0.0008453795077082223,0.6481133300548172,5.204246276855624
Rothenthurm,2014-2025,12,6.352319643835869,5.219047997422743,5.6743123914555903e-11,0.8175976863169485,5.193641843545909
Capriasca,2014-2025,12,6.123259581168727,5.4888581454047625,8.852400233925435e-15,0.8466284216860758,5.1841255947790215
Kriens,2014-2025,12,5.583267841127282,6.935370223075621,5.672790862487675e-23,0.9283906581209249,5.183453705489553
Bichelsee-Balterswil,2015-2025,11,10.749554800091033,4.137974399241062,0.014286625724055084,0.4821640277047803,5.183048638445147
Vitznau,2015-2025,11,9.523479373129895,14.869835499703509,0.009487532803839889,0.5427992971891336,5.169337910530118
Wängi,2014-2025,12,7.242219911660297,12.062609509010835,1.9534367275939106e-05,0.7134209997073886,5.166751769477445
Chalais,2016-2025,10,6.083461720266525,6.7489499388194485,4.274037374961859e-15,0.8482161761266613,5.160090637977393
Maggia,2014-2025,12,5.651959434172715,7.281924282962993,7.807427533233859e-22,0.9118066337503214,5.153494105766395
Diessenhofen,2014-2025,12,5.76395413398878,6.504108943996267,1.3742593513512582e-18,0.8863225854365266,5.108722730374492
Le Locle,2014-2025,12,5.98870545868686,6.504108943996267,2.610043680798637e-14,0.8502110470784523,5.091663538674599
Mendrisio,2014-2025,12,7.3447537378958705,11.899724365423904,7.72109278719321e-06,0.6912565512105343,5.07710913834858
Walenstadt,2014-2025,12,7.023353369172103,6.504108943996267,3.5219805665373885e-16,0.7207556898985278,5.062121902998788
Boudry,2014-2025,12,6.352319643835869,5.66497132717263,5.683743158268086e-12,0.7967956944924766,5.0615009422484025
Ascona,2014-2025,12,5.980403009311908,7.05896800157666,1.3305477534955404e-12,0.8450690718936242,5.053853620629051
Widnau,2014-2025,12,6.26900348898809,6.504108943996267,2.299211010429918e-16,0.8059066929810621,5.052231870097131
Cudrefin,2014-2025,12,6.988982425907975,12.062609509010835,6.763647325362102e-06,0.7215388299197919,5.042822201919629
Köniz,2014-2025,12,5.557771487659768,6.688696994864607,4.649826997498602e-19,0.9067697812960849,5.039619236358864
Port,2014-2025,12,7.959805166593825,6.504108943996267,9.576885129855064e-08,0.6324220314893737,5.03395615371688
Corbeyrier,2014-2025,12,7.959805166593825,6.504108943996267,9.576885129855064e-08,0.6324220314893737,5.03395615371688
Linden,2014-2025,12,7.959805166593825,6.504108943996267,9.576885129855064e-08,0.6324220314893737,5.03395615371688
Stalden (VS),2014-2025,12,7.959805166593825,6.504108943996267,9.576885129855064e-08,0.6324220314893737,5.03395615371688
Altishofen,2014-2025,12,7.959805166593825,6.504108943996267,9.576885129855064e-08,0.6324220314893737,5.03395615371688
Luterbach,2018-2025,8,5.902231847406814,5.9634022667048425,9.296109791236845e-17,0.8528857359064366,5.033929352665967
Muriaux,2014-2025,12,8.329845618433263,6.504108943996267,1.217092723828741e-07,0.6020673135961467,5.015127774160748
Melide,2014-2025,12,9.96304179421481,15.755791177065447,0.0009992622764793953,0.5021037454431597,5.002480600881994
Pfyn,2014-2025,12,5.771631881328632,6.504108943996267,9.492226321123954e-20,0.864929637637857,4.992055471696676
Roggwil (BE),2014-2025,12,6.0158351007305155,8.68669042424839,4.854713652239999e-11,0.8250256081012111,4.963218012216804
Weesen,2014-2025,12,6.451665769852166,8.007132240229708,6.267372830570852e-10,0.7664875211247392,4.945121303059318
Arth,2014-2025,12,6.445037246187901,7.430929827963428,4.4802933724163374e-11,0.7656858552957571,4.934873856260394
Walterswil (BE),2014-2025,12,7.333677148610951,10.50315033964666,7.463365350738437e-06,0.6722290096834354,4.929910526948779
Steinerberg,2014-2025,12,7.333677148610951,10.50315033964666,7.463365350738437e-06,0.6722290096834354,4.929910526948779
Teufen (AR),2014-2025,12,6.853645349021131,9.632504585723002,0.00013739071451201627,0.7148840207467366,4.899561543880397
Arosa,2014-2025,12,7.17957461417269,12.194140204325588,1.8763098183261678e-05,0.679695380409673,4.879923698559738
Sils im Engadin/Segl,2014-2025,12,5.776559920238267,6.504108943996267,2.4368252189509968e-14,0.8410654188475237,4.858464788813016
Sulgen,2014-2025,12,8.023901070988714,19.35128371696202,0.0004357055848169568,0.6026485308405887,4.835592192041575
Les Ponts-de-Martel,2014-2025,12,5.958734854262815,6.504108943996267,1.186055585483717e-11,0.8088627648194826,4.819798749045237
Steinhausen,2014-2025,12,6.670848125994233,6.504108943996267,4.546092304928719e-09,0.7219576054015406,4.816069539040152
Twann-Tüscherz,2014-2025,12,7.771181985523956,11.566659923517264,3.0088908430287222e-05,0.6180678540191509,4.803117772985075
Neuchâtel,2014-2025,12,5.02342642973046,5.159467371448789,1.9516998693680064e-72,0.9554974462780801,4.799871125173268
Obersaxen Mundaun,2014-2025,12,6.05994796959286,4.512560478672212,4.927911382975282e-17,0.7920635253368251,4.799863752153456
Langendorf,2014-2025,12,5.445879354650285,4.753385601472959,2.0084810143326925e-32,0.8813284283832467,4.799608292798705
Willisau,2014-2025,12,6.306017789807639,8.007132240229708,2.0134755650199565e-09,0.7573520535724266,4.7758755229750705
Sarnen,2014-2025,12,7.977468540290955,8.464871603605072,1.914585982758467e-06,0.5977016232949823,4.768145896316557
Wolfhalden,2014-2025,12,12.670473491451627,15.755791177065447,0.08646043795393177,0.3746425199433835,4.746898117713278
Oberbipp,2017-2025,9,11.729704283920817,14.72026904398771,0.07510692123532567,0.4042179194350678,4.741356661235074
Glarus,2014-2025,12,5.749650729383582,4.679874091539737,2.390058753441389e-20,0.8239038953683684,4.737159632946714
Ilanz/Glion,2014-2025,12,5.03168846769686,4.942136562819277,4.24196659518997e-25,0.9398332894245697,4.728948323955213
Bougy-Villars,2014-2025,12,9.235481648448364,10.50315033964666,0.006893154438160439,0.5080635431954036,4.692211529426802
Sumvitg,2014-2025,12,6.481846856016094,6.504108943996267,2.3664240733511215e-07,0.7196262548491454,4.664507177500569
Lenk,2014-2025,12,6.027084283061512,3.2956413242881455,4.5054015499463675e-09,0.7718781737341289,4.652174809351192
Ostermundigen,2014-2025,12,5.278441819749835,7.028886784230481,4.467785660053667e-20,0.8808969667199977,4.649763388025614
Schönenwerd,2014-2025,12,8.400357550721793,8.68669042424839,0.0005735898955733409,0.5529781433998548,4.64521412229309
Fieschertal,2014-2025,12,9.689870022745417,10.50315033964666,0.0009129509673426445,0.4791658357533958,4.643054667790584
Schlieren,2014-2025,12,6.465906008966105,7.130819981489145,2.371135965487403e-06,0.715851931579079,4.6286313059271595
Prangins,2014-2025,12,6.407931923265897,3.754823579391897,1.3799296826853308e-07,0.7204970793633063,4.616896235471973
Locarno,2014-2025,12,7.520478556946042,16.568511507993232,0.0004952683021622028,0.6136449716156552,4.614903850613298
Wünnewil-Flamatt,2014-2025,12,7.920452216283058,15.755791177065447,0.0010496548135816787,0.5799919040362567,4.5937981617501995
Bülach,2014-2025,12,6.905709824177952,10.163108400904486,1.149559624080457e-06,0.6627469896276459,4.576738397215998
Brig-Glis,2014-2025,12,5.236176677183058,6.977553866703001,1.5817247160703326e-16,0.8707998922647261,4.559662086370078
Hagenbuch,2016-2025,10,7.8513193446271945,8.00597388923061,8.023152948113763e-05,0.5778935749642133,4.537227004252294
Anières,2016-2025,10,7.8513193446271945,8.00597388923061,8.023152948113892e-05,0.5778935749642133,4.537227004252294
Birmenstorf (AG),2016-2025,10,7.8513193446271945,8.00597388923061,8.023152948113763e-05,0.5778935749642133,4.537227004252294
Andelfingen,2014-2025,12,8.54455834589194,10.50315033964666,3.973435630207253e-06,0.5291260720313427,4.521148594804428
Münsterlingen,2014-2025,12,7.023353369172103,12.062609509010835,0.00010065074885122064,0.6412827421908777,4.5039553079582255
Weggis,2014-2025,12,7.799231569557352,16.76312212201012,0.0005418978367454009,0.5772937139269911,4.5024473585664
Wettingen,2014-2025,12,4.796146333635276,4.365356767031847,2.3177493724069316e-44,0.9235080051822631,4.429279533137739
Balgach,2014-2025,12,4.97464131420986,4.753385601472959,1.4724162771951453e-34,0.8870826111827094,4.412917806706668
Epalinges,2014-2025,12,6.102735775973622,6.504108943996267,1.7975837572026978e-09,0.7229496629488037,4.411970772305736
Morges,2014-2025,12,4.748640527180581,4.996305050135841,5.297762700234015e-56,0.926395593545348,4.399119659710948
Saas-Fee,2014-2025,12,5.666901050859829,3.754823579391897,1.3437991215317127e-18,0.7760641913068564,4.397878981251509
Courtételle,2018-2025,8,8.570423630934808,10.408951367381224,0.005270088399913208,0.5087266119989136,4.360002577160892
Inkwil,2015-2025,11,5.7500081396928415,4.137974399241062,2.4154564671790322e-20,0.7564924004352918,4.349837460118704
Kreuzlingen,2014-2025,12,5.292534292743212,7.281924282962993,2.4012816103110477e-11,0.82098126588108,4.345071503375348
Val-de-Ruz,2014-2025,12,5.308481128929876,5.4888581454047625,5.339370883049799e-32,0.8181026527931958,4.3428824938801505
Ergisch,2014-2025,12,7.023353369172103,6.504108943996267,5.560491605654341e-07,0.6179852356226743,4.3403286867091255
Vordemwald,2014-2025,12,7.023353369172103,6.504108943996267,5.560491605654341e-07,0.6179852356226743,4.3403286867091255
Trüllikon,2014-2025,12,7.023353369172103,6.504108943996267,5.560491605654341e-07,0.6179852356226743,4.3403286867091255
Saint-Saphorin (Lavaux),2014-2025,12,7.023353369172103,6.504108943996267,5.560491605654341e-07,0.6179852356226743,4.3403286867091255
Prez,2014-2025,12,7.023353369172103,6.504108943996267,5.560491605654341e-07,0.6179852356226743,4.3403286867091255
Veytaux,2014-2025,12,6.102735775973622,4.753385601472959,6.184859443282764e-14,0.710119537246044,4.3336719051692665
Binningen,2014-2025,12,5.3452391386838105,5.0220016649013655,3.970139014670303e-12,0.8099723167522255,4.329495728754396
Wetzikon (ZH),2014-2025,12,5.667650219861442,4.5787917714882775,4.904637096387195e-05,0.7596754047669931,4.305574474850979
Illnau-Effretikon,2014-2025,12,4.576137231271948,3.754823579391897,1.4202558740017655e-45,0.9376758595964322,4.290933411964161
Jaun,2019-2025,7,13.503366088813905,12.246204830937302,0.10362188555300962,0.31767319275565997,4.289657418382022
